"","Time","DayOfWeek","Month","DayOfMonth","Year","Hour","Minute"
"11419",2022-03-24 19:07:48,"Thu","Mar",24,2022,19,7
"11420",2022-03-24 16:21:23,"Thu","Mar",24,2022,16,21
"11421",2022-03-24 15:19:47,"Thu","Mar",24,2022,15,19
"11422",2022-03-24 14:05:46,"Thu","Mar",24,2022,14,5
"11423",2022-03-24 12:54:54,"Thu","Mar",24,2022,12,54
"11424",2022-03-24 12:44:24,"Thu","Mar",24,2022,12,44
"11425",2022-03-24 11:44:35,"Thu","Mar",24,2022,11,44
"11426",2022-03-24 11:29:01,"Thu","Mar",24,2022,11,29
"11427",2022-03-24 10:49:53,"Thu","Mar",24,2022,10,49
"11428",2022-03-24 10:45:13,"Thu","Mar",24,2022,10,45
"11429",2022-03-24 08:30:52,"Thu","Mar",24,2022,8,30
"11430",2022-03-24 06:36:02,"Thu","Mar",24,2022,6,36
"11431",2022-03-24 00:01:48,"Thu","Mar",24,2022,0,1
"11432",2022-03-23 16:00:55,"Wed","Mar",23,2022,16,0
"11433",2022-03-23 14:07:22,"Wed","Mar",23,2022,14,7
"11434",2022-03-23 13:59:14,"Wed","Mar",23,2022,13,59
"11435",2022-03-23 10:42:55,"Wed","Mar",23,2022,10,42
"11436",2022-03-23 10:12:38,"Wed","Mar",23,2022,10,12
"11437",2022-03-23 09:33:59,"Wed","Mar",23,2022,9,33
"11438",2022-03-23 08:30:57,"Wed","Mar",23,2022,8,30
"11439",2022-03-23 05:21:18,"Wed","Mar",23,2022,5,21
"11440",2022-03-23 02:20:00,"Wed","Mar",23,2022,2,20
"11441",2022-03-22 18:39:40,"Tue","Mar",22,2022,18,39
"11442",2022-03-22 18:07:12,"Tue","Mar",22,2022,18,7
"11443",2022-03-22 16:02:22,"Tue","Mar",22,2022,16,2
"11444",2022-03-22 15:09:14,"Tue","Mar",22,2022,15,9
"11445",2022-03-22 14:03:26,"Tue","Mar",22,2022,14,3
"11446",2022-03-22 13:49:55,"Tue","Mar",22,2022,13,49
"11447",2022-03-22 12:37:22,"Tue","Mar",22,2022,12,37
"11448",2022-03-22 08:49:19,"Tue","Mar",22,2022,8,49
"11449",2022-03-22 12:02:43,"Tue","Mar",22,2022,12,2
"11450",2022-03-22 09:56:52,"Tue","Mar",22,2022,9,56
"11451",2022-03-22 09:28:27,"Tue","Mar",22,2022,9,28
"11452",2022-03-22 01:02:18,"Tue","Mar",22,2022,1,2
"11453",2022-03-21 17:28:37,"Mon","Mar",21,2022,17,28
"11454",2022-03-21 14:57:10,"Mon","Mar",21,2022,14,57
"11455",2022-03-21 14:19:11,"Mon","Mar",21,2022,14,19
"11456",2022-03-21 12:53:02,"Mon","Mar",21,2022,12,53
"11457",2022-03-21 09:11:49,"Mon","Mar",21,2022,9,11
"11458",2022-03-21 08:36:24,"Mon","Mar",21,2022,8,36
"11459",2022-03-20 14:48:40,"Sun","Mar",20,2022,14,48
"11460",2022-03-20 09:31:01,"Sun","Mar",20,2022,9,31
"11461",2022-03-18 18:58:36,"Fri","Mar",18,2022,18,58
"11462",2022-03-19 09:27:50,"Sat","Mar",19,2022,9,27
"11463",2022-03-19 09:22:22,"Sat","Mar",19,2022,9,22
"11464",2022-03-18 20:33:50,"Fri","Mar",18,2022,20,33
"11465",2022-03-18 19:37:25,"Fri","Mar",18,2022,19,37
"11466",2022-03-18 17:05:01,"Fri","Mar",18,2022,17,5
"11467",2022-03-18 16:47:55,"Fri","Mar",18,2022,16,47
"11468",2022-03-18 16:24:01,"Fri","Mar",18,2022,16,24
"11469",2022-03-18 16:15:50,"Fri","Mar",18,2022,16,15
"11470",2022-03-18 15:19:45,"Fri","Mar",18,2022,15,19
"11471",2022-03-18 15:12:03,"Fri","Mar",18,2022,15,12
"11472",2022-03-18 14:06:38,"Fri","Mar",18,2022,14,6
"11473",2022-03-18 14:04:55,"Fri","Mar",18,2022,14,4
"11474",2022-03-18 13:43:28,"Fri","Mar",18,2022,13,43
"11475",2022-03-18 13:01:07,"Fri","Mar",18,2022,13,1
"11476",2022-03-18 12:49:46,"Fri","Mar",18,2022,12,49
"11477",2022-03-18 12:10:00,"Fri","Mar",18,2022,12,10
"11478",2022-03-18 10:04:49,"Fri","Mar",18,2022,10,4
"11479",2022-03-18 09:23:48,"Fri","Mar",18,2022,9,23
"11480",2022-03-18 08:55:47,"Fri","Mar",18,2022,8,55
"11481",2022-03-18 08:53:57,"Fri","Mar",18,2022,8,53
"11482",2022-03-18 08:50:11,"Fri","Mar",18,2022,8,50
"11483",2022-03-18 08:43:32,"Fri","Mar",18,2022,8,43
"11484",2022-03-18 00:46:04,"Fri","Mar",18,2022,0,46
"11485",2022-03-17 18:45:00,"Thu","Mar",17,2022,18,45
"11486",2022-03-17 18:05:54,"Thu","Mar",17,2022,18,5
"11487",2022-03-17 17:36:29,"Thu","Mar",17,2022,17,36
"11488",2022-03-17 16:32:32,"Thu","Mar",17,2022,16,32
"11489",2022-03-17 16:43:55,"Thu","Mar",17,2022,16,43
"11490",2022-03-17 16:19:03,"Thu","Mar",17,2022,16,19
"11491",2022-03-17 16:14:26,"Thu","Mar",17,2022,16,14
"11492",2022-03-17 15:21:31,"Thu","Mar",17,2022,15,21
"11493",2022-03-17 15:40:35,"Thu","Mar",17,2022,15,40
"11494",2022-03-17 15:19:56,"Thu","Mar",17,2022,15,19
"11495",2022-03-17 15:08:17,"Thu","Mar",17,2022,15,8
"11496",2022-03-17 15:04:00,"Thu","Mar",17,2022,15,4
"11497",2022-03-17 14:04:47,"Thu","Mar",17,2022,14,4
"11498",2022-03-17 12:47:45,"Thu","Mar",17,2022,12,47
"11499",2022-03-17 13:04:59,"Thu","Mar",17,2022,13,4
"11500",2022-03-17 11:26:03,"Thu","Mar",17,2022,11,26
"11501",2022-03-17 11:20:31,"Thu","Mar",17,2022,11,20
"11502",2022-03-17 10:49:54,"Thu","Mar",17,2022,10,49
"11503",2022-03-17 10:10:40,"Thu","Mar",17,2022,10,10
"11504",2022-03-17 07:32:07,"Thu","Mar",17,2022,7,32
"11505",2022-03-17 05:53:16,"Thu","Mar",17,2022,5,53
"11506",2022-03-17 01:31:25,"Thu","Mar",17,2022,1,31
"11507",2022-03-16 18:45:59,"Wed","Mar",16,2022,18,45
"11508",2022-03-16 16:57:49,"Wed","Mar",16,2022,16,57
"11509",2022-03-16 16:43:43,"Wed","Mar",16,2022,16,43
"11510",2022-03-16 15:19:49,"Wed","Mar",16,2022,15,19
"11511",2022-03-16 15:18:47,"Wed","Mar",16,2022,15,18
"11512",2022-03-16 15:04:59,"Wed","Mar",16,2022,15,4
"11513",2022-03-16 14:02:34,"Wed","Mar",16,2022,14,2
"11514",2022-03-16 14:04:56,"Wed","Mar",16,2022,14,4
"11515",2022-03-16 13:28:27,"Wed","Mar",16,2022,13,28
"11516",2022-03-16 13:06:05,"Wed","Mar",16,2022,13,6
"11517",2022-03-16 12:49:55,"Wed","Mar",16,2022,12,49
"11518",2022-03-16 10:33:48,"Wed","Mar",16,2022,10,33
"11519",2022-03-16 10:05:06,"Wed","Mar",16,2022,10,5
"11520",2022-03-16 08:49:58,"Wed","Mar",16,2022,8,49
"11521",2022-03-16 02:35:41,"Wed","Mar",16,2022,2,35
"11522",2022-03-15 23:10:02,"Tue","Mar",15,2022,23,10
"11523",2022-03-15 20:30:14,"Tue","Mar",15,2022,20,30
"11524",2022-03-15 20:21:19,"Tue","Mar",15,2022,20,21
"11525",2022-03-15 19:35:40,"Tue","Mar",15,2022,19,35
"11526",2022-03-15 19:20:59,"Tue","Mar",15,2022,19,20
"11527",2022-03-15 18:59:59,"Tue","Mar",15,2022,18,59
"11528",2022-03-15 17:02:04,"Tue","Mar",15,2022,17,2
"11529",2022-03-15 16:34:34,"Tue","Mar",15,2022,16,34
"11530",2022-03-15 15:38:36,"Tue","Mar",15,2022,15,38
"11531",2022-03-15 15:33:10,"Tue","Mar",15,2022,15,33
"11532",2022-03-15 13:49:51,"Tue","Mar",15,2022,13,49
"11533",2022-03-15 13:49:46,"Tue","Mar",15,2022,13,49
"11534",2022-03-15 11:01:50,"Tue","Mar",15,2022,11,1
"11535",2022-03-15 10:33:00,"Tue","Mar",15,2022,10,33
"11536",2022-03-15 08:57:31,"Tue","Mar",15,2022,8,57
"11537",2022-03-15 08:50:04,"Tue","Mar",15,2022,8,50
"11538",2022-03-14 19:30:50,"Mon","Mar",14,2022,19,30
"11539",2022-03-14 18:47:11,"Mon","Mar",14,2022,18,47
"11540",2022-03-14 18:50:27,"Mon","Mar",14,2022,18,50
"11541",2022-03-14 18:49:33,"Mon","Mar",14,2022,18,49
"11542",2022-03-14 15:19:55,"Mon","Mar",14,2022,15,19
"11543",2022-03-14 15:00:00,"Mon","Mar",14,2022,15,0
"11544",2022-03-14 14:04:47,"Mon","Mar",14,2022,14,4
"11545",2022-03-14 13:00:43,"Mon","Mar",14,2022,13,0
"11546",2022-03-14 12:49:53,"Mon","Mar",14,2022,12,49
"11547",2022-03-14 11:17:38,"Mon","Mar",14,2022,11,17
"11548",2022-03-14 10:42:53,"Mon","Mar",14,2022,10,42
"11549",2022-03-14 10:05:02,"Mon","Mar",14,2022,10,5
"11550",2022-03-14 08:49:56,"Mon","Mar",14,2022,8,49
"11551",2022-03-13 21:15:49,"Sun","Mar",13,2022,21,15
"11552",2022-03-13 17:15:54,"Sun","Mar",13,2022,17,15
"11553",2022-03-13 15:22:40,"Sun","Mar",13,2022,15,22
"11554",2022-03-13 14:06:30,"Sun","Mar",13,2022,14,6
"11555",2022-03-13 11:53:45,"Sun","Mar",13,2022,11,53
"11556",2022-03-13 08:58:16,"Sun","Mar",13,2022,8,58
"11557",2022-03-13 09:45:02,"Sun","Mar",13,2022,9,45
"11558",2022-03-13 09:43:35,"Sun","Mar",13,2022,9,43
"11559",2022-03-13 09:43:19,"Sun","Mar",13,2022,9,43
"11560",2022-03-13 09:39:21,"Sun","Mar",13,2022,9,39
"11561",2022-03-13 09:38:59,"Sun","Mar",13,2022,9,38
"11562",2022-03-13 09:37:44,"Sun","Mar",13,2022,9,37
"11563",2022-03-13 09:24:50,"Sun","Mar",13,2022,9,24
"11564",2022-03-13 01:01:35,"Sun","Mar",13,2022,1,1
"11565",2022-03-11 19:14:42,"Fri","Mar",11,2022,19,14
"11566",2022-03-12 14:38:22,"Sat","Mar",12,2022,14,38
"11567",2022-03-12 14:32:24,"Sat","Mar",12,2022,14,32
"11568",2022-03-12 10:09:12,"Sat","Mar",12,2022,10,9
"11569",2022-03-11 21:42:03,"Fri","Mar",11,2022,21,42
"11570",2022-03-11 20:02:14,"Fri","Mar",11,2022,20,2
"11571",2022-03-11 19:03:11,"Fri","Mar",11,2022,19,3
"11572",2022-03-11 17:53:33,"Fri","Mar",11,2022,17,53
"11573",2022-03-11 15:57:46,"Fri","Mar",11,2022,15,57
"11574",2022-03-11 15:19:46,"Fri","Mar",11,2022,15,19
"11575",2022-03-11 14:52:04,"Fri","Mar",11,2022,14,52
"11576",2022-03-11 14:08:25,"Fri","Mar",11,2022,14,8
"11577",2022-03-11 14:05:03,"Fri","Mar",11,2022,14,5
"11578",2022-03-11 12:49:52,"Fri","Mar",11,2022,12,49
"11579",2022-03-11 12:37:18,"Fri","Mar",11,2022,12,37
"11580",2022-03-11 12:28:32,"Fri","Mar",11,2022,12,28
"11581",2022-03-11 09:44:05,"Fri","Mar",11,2022,9,44
"11582",2022-03-11 12:10:00,"Fri","Mar",11,2022,12,10
"11583",2022-03-11 11:43:25,"Fri","Mar",11,2022,11,43
"11584",2022-03-11 10:48:45,"Fri","Mar",11,2022,10,48
"11585",2022-03-11 10:31:37,"Fri","Mar",11,2022,10,31
"11586",2022-03-11 10:04:51,"Fri","Mar",11,2022,10,4
"11587",2022-03-11 09:57:14,"Fri","Mar",11,2022,9,57
"11588",2022-03-11 08:49:59,"Fri","Mar",11,2022,8,49
"11589",2022-03-11 08:32:52,"Fri","Mar",11,2022,8,32
"11590",2022-03-11 07:10:37,"Fri","Mar",11,2022,7,10
"11591",2022-03-11 05:01:21,"Fri","Mar",11,2022,5,1
"11592",2022-03-11 04:27:05,"Fri","Mar",11,2022,4,27
"11593",2022-03-11 01:31:25,"Fri","Mar",11,2022,1,31
"11594",2022-03-10 21:36:33,"Thu","Mar",10,2022,21,36
"11595",2022-03-10 19:00:00,"Thu","Mar",10,2022,19,0
"11596",2022-03-10 16:22:05,"Thu","Mar",10,2022,16,22
"11597",2022-03-10 16:17:26,"Thu","Mar",10,2022,16,17
"11598",2022-03-10 15:41:50,"Thu","Mar",10,2022,15,41
"11599",2022-03-10 15:20:14,"Thu","Mar",10,2022,15,20
"11600",2022-03-10 14:22:49,"Thu","Mar",10,2022,14,22
"11601",2022-03-10 14:05:13,"Thu","Mar",10,2022,14,5
"11602",2022-03-10 13:02:41,"Thu","Mar",10,2022,13,2
"11603",2022-03-10 12:49:59,"Thu","Mar",10,2022,12,49
"11604",2022-03-10 11:35:37,"Thu","Mar",10,2022,11,35
"11605",2022-03-10 10:49:56,"Thu","Mar",10,2022,10,49
"11606",2022-03-10 10:32:40,"Thu","Mar",10,2022,10,32
"11607",2022-03-10 10:28:25,"Thu","Mar",10,2022,10,28
"11608",2022-03-10 08:50:06,"Thu","Mar",10,2022,8,50
"11609",2022-03-10 08:10:44,"Thu","Mar",10,2022,8,10
"11610",2022-03-10 07:44:49,"Thu","Mar",10,2022,7,44
"11611",2022-03-09 17:01:53,"Wed","Mar",9,2022,17,1
"11612",2022-03-09 16:00:33,"Wed","Mar",9,2022,16,0
"11613",2022-03-09 15:31:57,"Wed","Mar",9,2022,15,31
"11614",2022-03-09 15:20:11,"Wed","Mar",9,2022,15,20
"11615",2022-03-09 15:20:04,"Wed","Mar",9,2022,15,20
"11616",2022-03-09 14:04:55,"Wed","Mar",9,2022,14,4
"11617",2022-03-09 12:49:46,"Wed","Mar",9,2022,12,49
"11618",2022-03-09 10:05:06,"Wed","Mar",9,2022,10,5
"11619",2022-03-09 08:49:47,"Wed","Mar",9,2022,8,49
"11620",2022-03-09 06:42:02,"Wed","Mar",9,2022,6,42
"11621",2022-03-08 21:11:53,"Tue","Mar",8,2022,21,11
"11622",2022-03-08 18:34:39,"Tue","Mar",8,2022,18,34
"11623",2022-03-08 18:34:33,"Tue","Mar",8,2022,18,34
"11624",2022-03-08 18:04:56,"Tue","Mar",8,2022,18,4
"11625",2022-03-08 16:17:11,"Tue","Mar",8,2022,16,17
"11626",2022-03-08 15:50:04,"Tue","Mar",8,2022,15,50
"11627",2022-03-08 14:05:13,"Tue","Mar",8,2022,14,5
"11628",2022-03-08 13:37:14,"Tue","Mar",8,2022,13,37
"11629",2022-03-08 12:49:53,"Tue","Mar",8,2022,12,49
"11630",2022-03-08 12:27:03,"Tue","Mar",8,2022,12,27
"11631",2022-03-08 09:08:15,"Tue","Mar",8,2022,9,8
"11632",2022-03-08 08:50:15,"Tue","Mar",8,2022,8,50
"11633",2022-03-08 01:31:21,"Tue","Mar",8,2022,1,31
"11634",2022-03-07 23:37:30,"Mon","Mar",7,2022,23,37
"11635",2022-03-07 22:49:31,"Mon","Mar",7,2022,22,49
"11636",2022-03-07 22:49:00,"Mon","Mar",7,2022,22,49
"11637",2022-03-07 22:32:03,"Mon","Mar",7,2022,22,32
"11638",2022-03-07 22:02:50,"Mon","Mar",7,2022,22,2
"11639",2022-03-07 21:15:50,"Mon","Mar",7,2022,21,15
"11640",2022-03-07 20:27:16,"Mon","Mar",7,2022,20,27
"11641",2022-03-07 20:14:55,"Mon","Mar",7,2022,20,14
"11642",2022-03-07 19:32:53,"Mon","Mar",7,2022,19,32
"11643",2022-03-07 19:10:14,"Mon","Mar",7,2022,19,10
"11644",2022-03-07 17:00:10,"Mon","Mar",7,2022,17,0
"11645",2022-03-07 16:49:08,"Mon","Mar",7,2022,16,49
"11646",2022-03-07 16:02:39,"Mon","Mar",7,2022,16,2
"11647",2022-03-07 15:48:09,"Mon","Mar",7,2022,15,48
"11648",2022-03-07 11:00:04,"Mon","Mar",7,2022,11,0
"11649",2022-03-07 10:33:05,"Mon","Mar",7,2022,10,33
"11650",2022-03-07 09:31:38,"Mon","Mar",7,2022,9,31
"11651",2022-03-07 09:09:14,"Mon","Mar",7,2022,9,9
"11652",2022-03-07 08:47:27,"Mon","Mar",7,2022,8,47
"11653",2022-03-06 21:38:25,"Sun","Mar",6,2022,21,38
"11654",2022-03-06 15:20:01,"Sun","Mar",6,2022,15,20
"11655",2022-03-06 13:55:39,"Sun","Mar",6,2022,13,55
"11656",2022-03-06 08:36:21,"Sun","Mar",6,2022,8,36
"11657",2022-03-06 10:37:05,"Sun","Mar",6,2022,10,37
"11658",2022-03-05 17:33:02,"Sat","Mar",5,2022,17,33
"11659",2022-03-05 15:09:52,"Sat","Mar",5,2022,15,9
"11660",2022-03-05 12:05:08,"Sat","Mar",5,2022,12,5
"11661",2022-03-05 10:01:53,"Sat","Mar",5,2022,10,1
"11662",2022-03-05 09:48:54,"Sat","Mar",5,2022,9,48
"11663",2022-03-05 09:23:24,"Sat","Mar",5,2022,9,23
"11664",2022-03-05 06:45:14,"Sat","Mar",5,2022,6,45
"11665",2022-03-04 20:36:51,"Fri","Mar",4,2022,20,36
"11666",2022-03-04 18:39:29,"Fri","Mar",4,2022,18,39
"11667",2022-03-04 17:12:45,"Fri","Mar",4,2022,17,12
"11668",2022-03-04 17:03:27,"Fri","Mar",4,2022,17,3
"11669",2022-03-04 15:39:25,"Fri","Mar",4,2022,15,39
"11670",2022-03-04 12:10:00,"Fri","Mar",4,2022,12,10
"11671",2022-03-04 12:06:05,"Fri","Mar",4,2022,12,6
"11672",2022-03-04 11:02:22,"Fri","Mar",4,2022,11,2
"11673",2022-03-03 21:41:47,"Thu","Mar",3,2022,21,41
"11674",2022-03-03 20:32:00,"Thu","Mar",3,2022,20,32
"11675",2022-03-03 20:35:26,"Thu","Mar",3,2022,20,35
"11676",2022-03-03 20:32:59,"Thu","Mar",3,2022,20,32
"11677",2022-03-03 18:16:11,"Thu","Mar",3,2022,18,16
"11678",2022-03-03 18:14:40,"Thu","Mar",3,2022,18,14
"11679",2022-03-03 17:23:41,"Thu","Mar",3,2022,17,23
"11680",2022-03-03 17:11:59,"Thu","Mar",3,2022,17,11
"11681",2022-03-03 16:20:03,"Thu","Mar",3,2022,16,20
"11682",2022-03-03 14:11:54,"Thu","Mar",3,2022,14,11
"11683",2022-03-03 13:40:10,"Thu","Mar",3,2022,13,40
"11684",2022-03-03 11:39:11,"Thu","Mar",3,2022,11,39
"11685",2022-03-03 10:50:01,"Thu","Mar",3,2022,10,50
"11686",2022-03-02 18:15:32,"Wed","Mar",2,2022,18,15
"11687",2022-03-02 17:38:33,"Wed","Mar",2,2022,17,38
"11688",2022-03-02 17:18:52,"Wed","Mar",2,2022,17,18
"11689",2022-03-02 16:52:46,"Wed","Mar",2,2022,16,52
"11690",2022-03-02 15:53:23,"Wed","Mar",2,2022,15,53
"11691",2022-03-02 15:49:09,"Wed","Mar",2,2022,15,49
"11692",2022-03-02 15:30:33,"Wed","Mar",2,2022,15,30
"11693",2022-03-02 14:19:18,"Wed","Mar",2,2022,14,19
"11694",2022-03-02 13:46:30,"Wed","Mar",2,2022,13,46
"11695",2022-03-02 11:28:39,"Wed","Mar",2,2022,11,28
"11696",2022-03-02 08:34:59,"Wed","Mar",2,2022,8,34
"11697",2022-03-02 04:20:31,"Wed","Mar",2,2022,4,20
"11698",2022-03-02 04:20:28,"Wed","Mar",2,2022,4,20
"11699",2022-03-02 04:05:24,"Wed","Mar",2,2022,4,5
"11700",2022-03-02 01:38:20,"Wed","Mar",2,2022,1,38
"11701",2022-03-02 00:24:39,"Wed","Mar",2,2022,0,24
"11702",2022-03-01 22:00:26,"Tue","Mar",1,2022,22,0
"11703",2022-03-01 21:17:29,"Tue","Mar",1,2022,21,17
"11704",2022-03-01 19:32:05,"Tue","Mar",1,2022,19,32
"11705",2022-03-01 18:10:06,"Tue","Mar",1,2022,18,10
"11706",2022-03-01 17:57:31,"Tue","Mar",1,2022,17,57
"11707",2022-03-01 17:26:12,"Tue","Mar",1,2022,17,26
"11708",2022-03-01 14:35:28,"Tue","Mar",1,2022,14,35
"11709",2022-03-01 14:30:39,"Tue","Mar",1,2022,14,30
"11710",2022-03-01 14:21:36,"Tue","Mar",1,2022,14,21
"11711",2022-03-01 14:14:01,"Tue","Mar",1,2022,14,14
"11712",2022-03-01 14:06:43,"Tue","Mar",1,2022,14,6
"11713",2022-03-01 13:50:11,"Tue","Mar",1,2022,13,50
"11714",2022-03-01 13:49:51,"Tue","Mar",1,2022,13,49
"11715",2022-03-01 13:30:21,"Tue","Mar",1,2022,13,30
"11716",2022-03-01 13:27:26,"Tue","Mar",1,2022,13,27
"11717",2022-03-01 11:44:10,"Tue","Mar",1,2022,11,44
"11718",2022-03-01 12:58:14,"Tue","Mar",1,2022,12,58
"11719",2022-03-01 12:08:14,"Tue","Mar",1,2022,12,8
"11720",2022-03-01 11:26:39,"Tue","Mar",1,2022,11,26
"11721",2022-03-01 09:07:50,"Tue","Mar",1,2022,9,7
"11722",2022-03-01 03:15:39,"Tue","Mar",1,2022,3,15
"11723",2022-02-28 23:07:23,"Mon","Feb",28,2022,23,7
"11724",2022-02-28 22:04:15,"Mon","Feb",28,2022,22,4
"11725",2022-02-28 21:43:55,"Mon","Feb",28,2022,21,43
"11726",2022-02-28 18:45:07,"Mon","Feb",28,2022,18,45
"11727",2022-02-28 18:00:00,"Mon","Feb",28,2022,18,0
"11728",2022-02-28 16:30:24,"Mon","Feb",28,2022,16,30
"11729",2022-02-28 15:13:57,"Mon","Feb",28,2022,15,13
"11730",2022-02-28 14:00:31,"Mon","Feb",28,2022,14,0
"11731",2022-02-28 11:01:41,"Mon","Feb",28,2022,11,1
"11732",2022-02-28 10:54:04,"Mon","Feb",28,2022,10,54
"11733",2022-02-28 10:49:42,"Mon","Feb",28,2022,10,49
"11734",2022-02-28 10:41:06,"Mon","Feb",28,2022,10,41
"11735",2022-02-28 10:28:08,"Mon","Feb",28,2022,10,28
"11736",2022-02-28 10:22:03,"Mon","Feb",28,2022,10,22
"11737",2022-02-28 10:11:39,"Mon","Feb",28,2022,10,11
"11738",2022-02-28 10:01:13,"Mon","Feb",28,2022,10,1
"11739",2022-02-27 19:42:43,"Sun","Feb",27,2022,19,42
"11740",2022-02-27 16:26:18,"Sun","Feb",27,2022,16,26
"11741",2022-02-27 16:31:33,"Sun","Feb",27,2022,16,31
"11742",2022-02-27 15:49:11,"Sun","Feb",27,2022,15,49
"11743",2022-02-27 15:41:35,"Sun","Feb",27,2022,15,41
"11744",2022-02-27 15:33:46,"Sun","Feb",27,2022,15,33
"11745",2022-02-27 14:34:06,"Sun","Feb",27,2022,14,34
"11746",2022-02-27 11:01:37,"Sun","Feb",27,2022,11,1
"11747",2022-02-27 09:16:58,"Sun","Feb",27,2022,9,16
"11748",2022-02-26 14:25:35,"Sat","Feb",26,2022,14,25
"11749",2022-02-26 12:04:03,"Sat","Feb",26,2022,12,4
"11750",2022-02-26 11:35:52,"Sat","Feb",26,2022,11,35
"11751",2022-02-26 09:42:38,"Sat","Feb",26,2022,9,42
"11752",2022-02-25 16:03:46,"Fri","Feb",25,2022,16,3
"11753",2022-02-25 16:00:36,"Fri","Feb",25,2022,16,0
"11754",2022-02-25 15:05:57,"Fri","Feb",25,2022,15,5
"11755",2022-02-25 14:46:59,"Fri","Feb",25,2022,14,46
"11756",2022-02-25 12:10:00,"Fri","Feb",25,2022,12,10
"11757",2022-02-25 12:06:44,"Fri","Feb",25,2022,12,6
"11758",2022-02-24 21:39:34,"Thu","Feb",24,2022,21,39
"11759",2022-02-24 20:21:42,"Thu","Feb",24,2022,20,21
"11760",2022-02-24 16:20:15,"Thu","Feb",24,2022,16,20
"11761",2022-02-24 16:32:25,"Thu","Feb",24,2022,16,32
"11762",2022-02-24 11:29:19,"Thu","Feb",24,2022,11,29
"11763",2022-02-24 10:56:40,"Thu","Feb",24,2022,10,56
"11764",2022-02-24 10:49:52,"Thu","Feb",24,2022,10,49
"11765",2022-02-24 05:16:53,"Thu","Feb",24,2022,5,16
"11766",2022-02-23 15:38:41,"Wed","Feb",23,2022,15,38
"11767",2022-02-23 14:09:13,"Wed","Feb",23,2022,14,9
"11768",2022-02-23 11:50:57,"Wed","Feb",23,2022,11,50
"11769",2022-02-23 10:36:31,"Wed","Feb",23,2022,10,36
"11770",2022-02-23 10:07:46,"Wed","Feb",23,2022,10,7
"11771",2022-02-23 03:52:10,"Wed","Feb",23,2022,3,52
"11772",2022-02-22 22:03:15,"Tue","Feb",22,2022,22,3
"11773",2022-02-22 21:17:30,"Tue","Feb",22,2022,21,17
"11774",2022-02-22 18:19:58,"Tue","Feb",22,2022,18,19
"11775",2022-02-22 16:02:37,"Tue","Feb",22,2022,16,2
"11776",2022-02-22 15:53:10,"Tue","Feb",22,2022,15,53
"11777",2022-02-22 15:20:07,"Tue","Feb",22,2022,15,20
"11778",2022-02-22 13:50:03,"Tue","Feb",22,2022,13,50
"11779",2022-02-22 13:34:33,"Tue","Feb",22,2022,13,34
"11780",2022-02-22 12:35:05,"Tue","Feb",22,2022,12,35
"11781",2022-02-22 12:22:30,"Tue","Feb",22,2022,12,22
"11782",2022-02-22 10:05:41,"Tue","Feb",22,2022,10,5
"11783",2022-02-22 10:02:35,"Tue","Feb",22,2022,10,2
"11784",2022-02-22 09:08:04,"Tue","Feb",22,2022,9,8
"11785",2022-02-22 07:40:16,"Tue","Feb",22,2022,7,40
"11786",2022-02-22 06:36:02,"Tue","Feb",22,2022,6,36
"11787",2022-02-21 21:11:54,"Mon","Feb",21,2022,21,11
"11788",2022-02-21 19:14:02,"Mon","Feb",21,2022,19,14
"11789",2022-02-21 18:31:53,"Mon","Feb",21,2022,18,31
"11790",2022-02-21 16:12:08,"Mon","Feb",21,2022,16,12
"11791",2022-02-21 16:10:51,"Mon","Feb",21,2022,16,10
"11792",2022-02-21 15:49:46,"Mon","Feb",21,2022,15,49
"11793",2022-02-21 10:47:37,"Mon","Feb",21,2022,10,47
"11794",2022-02-21 08:35:37,"Mon","Feb",21,2022,8,35
"11795",2022-02-20 16:35:17,"Sun","Feb",20,2022,16,35
"11796",2022-02-20 14:40:09,"Sun","Feb",20,2022,14,40
"11797",2022-02-20 14:39:23,"Sun","Feb",20,2022,14,39
"11798",2022-02-20 11:00:54,"Sun","Feb",20,2022,11,0
"11799",2022-02-20 07:12:22,"Sun","Feb",20,2022,7,12
"11800",2022-02-20 09:47:32,"Sun","Feb",20,2022,9,47
"11801",2022-02-20 09:18:38,"Sun","Feb",20,2022,9,18
"11802",2022-02-20 08:16:49,"Sun","Feb",20,2022,8,16
"11803",2022-02-20 08:13:14,"Sun","Feb",20,2022,8,13
"11804",2022-02-20 08:11:59,"Sun","Feb",20,2022,8,11
"11805",2022-02-20 08:00:33,"Sun","Feb",20,2022,8,0
"11806",2022-02-19 22:51:37,"Sat","Feb",19,2022,22,51
"11807",2022-02-19 20:09:23,"Sat","Feb",19,2022,20,9
"11808",2022-02-19 17:01:10,"Sat","Feb",19,2022,17,1
"11809",2022-02-19 14:35:45,"Sat","Feb",19,2022,14,35
"11810",2022-02-19 14:33:16,"Sat","Feb",19,2022,14,33
"11811",2022-02-19 14:32:05,"Sat","Feb",19,2022,14,32
"11812",2022-02-19 14:29:41,"Sat","Feb",19,2022,14,29
"11813",2022-02-19 13:08:04,"Sat","Feb",19,2022,13,8
"11814",2022-02-19 12:53:34,"Sat","Feb",19,2022,12,53
"11815",2022-02-19 12:47:14,"Sat","Feb",19,2022,12,47
"11816",2022-02-19 12:09:53,"Sat","Feb",19,2022,12,9
